,time[s],T1,T2/T3,pumpe
0,0.0,1000.0,1000.0,8.870000000000001e-08
1,0.033334717176959,1000.0,1000.0,8.870000000000001e-08
2,0.066669434353918,1000.0,1000.0,8.870000000000001e-08
3,0.10000415153087701,1000.0,1000.0,8.870000000000001e-08
4,0.133338868707836,1000.0,1000.0,8.870000000000001e-08
5,0.16667358588479503,1000.0,1000.0,8.870000000000001e-08
6,0.20000830306175402,1000.0,1000.0,8.870000000000001e-08
7,0.233343020238713,1000.0,1000.0,8.870000000000001e-08
8,0.266677737415672,1000.0,1000.0,8.870000000000001e-08
9,0.30001245459263104,1000.0,1000.0,8.81e-08
10,0.33334717176959006,1000.0,1000.0,8.81e-08
11,0.366681888946549,1000.0,1000.0,8.81e-08
12,0.40001660612350803,1000.0,1000.0,8.81e-08
13,0.43335132330046705,1000.0,1000.0,8.81e-08
14,0.466686040477426,1000.0,1000.0,8.81e-08
15,0.500020757654385,1000.0,1000.0,8.81e-08
16,0.533355474831344,1000.0,1000.0,8.84e-08
17,0.5666901920083031,1000.0,1000.0,8.84e-08
18,0.6000249091852621,1000.0,1000.0,8.84e-08
19,0.6333596263622211,1000.0,1000.0,8.84e-08
20,0.6666943435391801,1000.0,1000.0,8.84e-08
21,0.700029060716139,1000.0,1000.0,8.84e-08
22,0.733363777893098,1000.0,1000.0,8.84e-08
23,0.766698495070057,1000.0,1000.0,8.84e-08
24,0.8000332122470161,1000.0,1000.0,8.81e-08
25,0.8333679294239751,1000.0,1000.0,8.81e-08
26,0.8667026466009341,1000.0,1000.0,8.81e-08
27,0.9000373637778931,1000.0,1000.0,8.81e-08
28,0.933372080954852,1000.0,1000.0,8.81e-08
29,0.966706798131811,1000.0,1000.0,8.81e-08
30,1.00004151530877,1000.0,1000.0,8.81e-08
31,1.0333762324857292,1000.0,1000.0,8.81e-08
32,1.066710949662688,1000.0,1000.0,8.81e-08
33,1.100045666839647,1000.0,1000.0,8.81e-08
34,1.1333803840166061,1000.0,1000.0,8.81e-08
35,1.166715101193565,1000.0,1000.0,8.81e-08
36,1.2000498183705242,1000.0,1000.0,8.81e-08
37,1.233384535547483,1000.0,1000.0,8.81e-08
38,1.2667192527244422,1000.0,1000.0,8.83e-08
39,1.300053969901401,1000.0,1000.0,8.58e-08
40,1.3333886870783602,1000.0,1000.0,8.58e-08
41,1.3667234042553191,1000.0,1000.0,8.58e-08
42,1.400058121432278,1000.0,1000.0,8.58e-08
43,1.4333928386092372,1000.0,1000.0,8.58e-08
44,1.466727555786196,1000.0,1000.0,8.58e-08
45,1.5000622729631552,1000.0,1000.0,8.58e-08
46,1.533396990140114,1000.0,1000.0,8.91e-08
47,1.5667317073170732,1000.0,1000.0,8.41e-08
48,1.6000664244940321,1000.0,1000.0,8.41e-08
49,1.633401141670991,1000.0,1000.0,8.41e-08
50,1.6667358588479502,1000.0,1000.0,8.41e-08
51,1.700070576024909,1000.0,1000.0,8.41e-08
52,1.7334052932018682,1000.0,1000.0,8.41e-08
53,1.766740010378827,1000.0,1000.0,8.4e-08
54,1.8000747275557862,1000.0,1000.0,8.1e-08
55,1.8334094447327451,1000.0,1000.0,8.1e-08
56,1.866744161909704,1000.0,1000.0,8.1e-08
57,1.9000788790866632,1000.0,1000.0,8.1e-08
58,1.933413596263622,1000.0,1000.0,8.1e-08
59,1.9667483134405812,1000.0,1000.0,8.1e-08
60,2.00008303061754,1000.0,1000.0,8.1e-08
61,2.0334177477944992,1000.0,1000.0,7.89e-08
