Frequenz(ms);Kanal A(mV);Kanal B(V)
1,87391999;-77,70623000;5,45213200
1,87647999;-76,79067000;5,45213200
1,87903999;-75,87511000;5,45213200
1,88159999;-74,04706000;5,45213200
1,88415999;-76,79067000;5,45213200
1,88671999;-75,87511000;5,45213200
1,88927999;-76,79067000;5,45213200
1,89183999;-77,70623000;5,45213200
1,89439999;-76,79067000;5,45213200
1,89695999;-78,62179000;5,45213200
1,89951999;-72,21595000;5,45213200
1,90207999;-81,36539000;5,45213200
1,90463999;-76,79067000;5,45213200
1,90719999;-76,79067000;5,45213200
1,90975999;-76,79067000;5,45213200
1,91231999;-77,70623000;5,45213200
1,91487999;-75,87511000;5,45213200
1,91743999;-74,95956000;5,45213200
1,91999999;-75,87511000;5,45213200
1,92255999;-79,53734000;5,45213200
1,92511999;-76,79067000;5,45213200
1,92767999;-74,95956000;5,45213200
1,93023999;-79,53734000;5,45213200
1,93279999;-76,79067000;5,45213200
1,93535999;-77,70623000;5,45213200
1,93791999;-75,87511000;5,45213200
1,94047999;-76,79067000;5,45213200
1,94303999;-77,70623000;5,45213200
1,94559999;-76,79067000;5,54307700
1,94815999;-78,62179000;5,45213200
1,95071999;-75,87511000;5,45213200
1,95327999;-76,79067000;5,45213200
1,95583999;-78,62179000;5,54307700
1,95839999;-75,87511000;5,45213200
1,96095999;-77,70623000;5,45213200
1,96351999;-75,87511000;5,54307700
1,96607999;-75,87511000;5,45213200
1,96863999;-77,70623000;5,54307700
1,97119999;-72,21595000;5,54307700
1,97375999;-76,79067000;5,45213200
1,97631999;-79,53734000;5,45213200
1,97887999;-75,87511000;5,45213200
1,98143999;-78,62179000;5,45213200
1,98399999;-76,79067000;5,54307700
1,98655999;-76,79067000;5,54307700
1,98911999;-77,70623000;5,45213200
1,99167999;-78,62179000;5,54307700
1,99423999;-76,79067000;5,45213200
1,99679999;-76,79067000;5,45213200
1,99935999;-78,62179000;5,45213200
2,00191999;-79,53734000;5,45213200
2,00447999;-78,62179000;5,54307700
2,00703999;-76,79067000;5,54307700
2,00959999;-74,95956000;5,54307700
2,01215999;-78,62179000;5,45213200
2,01471999;-74,95956000;5,45213200
2,01727999;-78,62179000;5,45213200
2,01983999;-78,62179000;5,45213200
2,02239999;-75,87511000;5,54307700
2,02495999;-76,79067000;5,54307700
2,02751999;-78,62179000;5,45213200
2,03007999;-76,79067000;5,54307700
2,03263999;-76,79067000;5,54307700
2,03519999;-76,79067000;5,45213200
2,03775999;-76,79067000;5,45213200
2,04031999;-80,45289000;5,54307700
2,04287999;-76,79067000;5,54307700
2,04543999;-76,79067000;5,54307700
2,04799999;-78,62179000;5,45213200
2,05055999;-74,95956000;5,45213200
2,05311999;-78,62179000;5,45213200
2,05567999;-74,95956000;5,45213200
2,05823999;-76,79067000;5,45213200
2,06079999;-76,79067000;5,54307700
2,06335999;-78,62179000;5,45213200
2,06591999;-77,70623000;5,45213200
2,06847999;-76,79067000;5,54307700
2,07103999;-78,62179000;5,54307700
2,07359999;-74,95956000;5,45213200
2,07615999;-76,79067000;5,45213200
2,07871999;-76,79067000;5,45213200
2,08127999;-76,79067000;5,54307700
2,08383999;-78,62179000;5,45213200
2,08639999;-76,79067000;5,45213200
2,08895999;-77,70623000;5,45213200
2,09151999;-78,62179000;5,45213200
2,09407999;-76,79067000;5,54307700
2,09663999;-75,87511000;5,54307700
2,09919999;-76,79067000;5,54307700
2,10175999;-76,79067000;5,54307700
2,10431999;-76,79067000;5,54307700
2,10687999;-76,79067000;5,45213200
2,10943999;-74,95956000;5,54307700
2,11199999;-76,79067000;5,45213200
2,11455999;-78,62179000;5,54307700
2,11711999;-76,79067000;5,54307700
2,11967999;-79,53734000;5,45213200
2,12223999;-77,70623000;5,45213200
2,12479999;-78,62179000;5,45213200
2,12735999;-78,62179000;5,54307700
2,12991999;-76,79067000;5,54307700
2,13247999;-77,70623000;5,45213200
2,13503999;-76,79067000;5,45213200
2,13759999;-76,79067000;5,45213200
2,14015999;-78,62179000;5,45213200
2,14271999;-77,70623000;5,45213200
2,14527999;-76,79067000;5,54307700
2,14783999;-77,70623000;5,45213200
2,15039999;-78,62179000;5,54307700
2,15295999;-76,79067000;5,45213200
2,15551999;-80,45289000;5,45213200
2,15807999;-74,95956000;5,54307700
2,16063999;-75,87511000;5,45213200
2,16319999;-75,87511000;5,45213200
2,16575999;-78,62179000;5,45213200
2,16831999;-76,79067000;5,45213200
2,17087999;-76,79067000;5,45213200
2,17343999;-73,13151000;5,45213200
2,17599999;-76,79067000;5,45213200
2,17855999;-75,87511000;5,54307700
2,18111999;-77,70623000;5,45213200
2,18367999;-79,53734000;5,54307700
2,18623999;-76,79067000;5,45213200
2,18879999;-76,79067000;5,45213200
2,19135999;-76,79067000;5,54307700
2,19391999;-74,95956000;5,45213200
2,19647999;-77,70623000;5,45213200
2,19903999;-76,79067000;5,45213200
2,20159999;-77,70623000;5,45213200
2,20415999;-76,79067000;5,45213200
2,20671999;-77,70623000;5,45213200
2,20927999;-76,79067000;5,45213200
2,21183999;-76,79067000;5,45213200
2,21439999;-78,62179000;5,45213200
2,21695999;-76,79067000;5,45213200
2,21951999;-75,87511000;5,45213200
2,22207999;-75,87511000;5,45213200
2,22463999;-74,95956000;5,45213200
2,22719999;-76,79067000;5,45213200
2,22975999;-76,79067000;5,45213200
2,23231999;-75,87511000;5,45213200
2,23487999;-78,62179000;5,45213200
2,23743999;-75,87511000;5,45213200
2,23999999;-75,87511000;5,45213200
2,24255999;-74,95956000;5,45213200
2,24511999;-76,79067000;5,45213200
2,24767999;-80,45289000;5,45213200
2,25023999;-74,95956000;5,45213200
2,25279999;-73,13151000;5,45213200
2,25535999;-80,45289000;5,45213200
2,25791999;-78,62179000;5,45213200
2,26047999;-76,79067000;5,45213200
2,26303999;-75,87511000;5,45213200
2,26559999;-78,62179000;5,45213200
2,26815999;-76,79067000;5,45213200
2,27071999;-74,95956000;5,45213200
2,27327999;-75,87511000;5,45213200
2,27583999;-81,36539000;5,45213200
2,27839999;-77,70623000;5,45213200
2,28095999;-74,95956000;5,45213200
2,28351999;-73,13151000;5,45213200
2,28607999;-73,13151000;5,45213200
2,28863999;-75,87511000;5,45213200
2,29119999;-75,87511000;5,45213200
2,29375999;-75,87511000;5,45213200
2,29631999;-75,87511000;5,45213200
2,29887999;-76,79067000;5,45213200
2,30143999;-76,79067000;5,45213200
2,30399999;-76,79067000;5,45213200
2,30655999;-78,62179000;5,45213200
2,30911999;-76,79067000;5,45213200
2,31167999;-76,79067000;5,45213200
2,31423999;-76,79067000;5,45213200
2,31679999;-76,79067000;5,45213200
2,31935999;-76,79067000;5,45213200
2,32191999;-74,95956000;5,36118700
2,32447999;-76,79067000;5,45213200
2,32703999;-76,79067000;5,36118700
2,32959999;-73,13151000;5,45213200
2,33215999;-73,13151000;5,45213200
2,33471999;-76,79067000;5,36118700
2,33727999;-76,79067000;5,45213200
2,33983999;-79,53734000;5,45213200
2,34239999;-74,95956000;5,36118700
2,34495999;-76,79067000;5,36118700
2,34751999;-76,79067000;5,45213200
2,35007999;-73,13151000;5,45213200
2,35263999;-73,13151000;5,45213200
2,35519999;-76,79067000;5,36118700
2,35775999;-73,13151000;5,45213200
2,36031999;-76,79067000;5,36118700
2,36287999;-74,95956000;5,36118700
2,36543999;-75,87511000;5,36118700
2,36799999;-74,95956000;5,36118700
2,37055999;-74,95956000;5,45213200
2,37311999;-76,79067000;5,45213200
2,37567999;-75,87511000;5,36118700
2,37823999;-75,87511000;5,36118700
2,38079999;-75,87511000;5,36118700
2,38335999;-76,79067000;5,36118700
2,38591999;-73,13151000;5,36118700
2,38847999;-73,13151000;5,36118700
2,39103999;-73,13151000;5,36118700
2,39359999;-73,13151000;5,36118700
2,39615999;-75,87511000;5,36118700
2,39871999;-74,95956000;5,36118700
2,40127999;-76,79067000;5,36118700
2,40383999;-74,04706000;5,36118700
2,40639999;-75,87511000;5,36118700
2,40895999;-76,79067000;5,36118700
2,41151999;-75,87511000;5,36118700
2,41407999;-74,04706000;5,36118700
2,41663999;-74,04706000;5,36118700
2,41919999;-76,79067000;5,36118700
2,42175999;-74,04706000;5,36118700
2,42431999;-78,62179000;5,36118700
2,42687999;-73,13151000;5,36118700
2,42943999;-73,13151000;5,36118700
2,43199999;-77,70623000;5,36118700
2,43455999;-74,04706000;5,36118700
2,43711999;-74,95956000;5,36118700
2,43967999;-74,95956000;5,36118700
2,44223999;-75,87511000;5,36118700
2,44479999;-73,13151000;5,36118700
2,44735999;-73,13151000;5,36118700
2,44991999;-72,21595000;5,36118700
2,45247999;-74,04706000;5,36118700
2,45503999;-74,95956000;5,36118700
2,45759999;-74,95956000;5,36118700
2,46015999;-74,95956000;5,36118700
2,46271999;-74,95956000;5,36118700
2,46527999;-75,87511000;5,36118700
2,46783999;-73,13151000;5,36118700
2,47039998;-78,62179000;5,36118700
2,47295998;-74,95956000;5,36118700
2,47551998;-75,87511000;5,27024100
2,47807998;-75,87511000;5,27024100
2,48063998;-74,95956000;5,36118700
2,48319998;-74,04706000;5,27024100
2,48575998;-73,13151000;5,36118700
2,48831998;-75,87511000;5,36118700
2,49087998;-71,30039000;5,36118700
2,49343998;-73,13151000;5,27024100
2,49599998;-73,13151000;5,27024100
2,49855998;-74,95956000;5,36118700
2,50111998;-76,79067000;5,36118700
2,50367998;-74,95956000;5,36118700
2,50623998;-73,13151000;5,36118700
2,50879998;-74,04706000;5,27024100
2,51135998;-75,87511000;5,27024100
2,51391998;-74,04706000;5,27024100
2,51647998;-70,38484000;5,27024100
2,51903998;-74,95956000;5,27024100
2,52159998;-74,95956000;5,36118700
2,52415998;-76,79067000;5,17929600
2,52671998;-75,87511000;5,27024100
2,52927998;-75,87511000;5,27024100
2,53183998;-73,13151000;5,17929600
2,53439998;-74,04706000;5,17929600
2,53695998;-74,04706000;5,27024100
2,53951998;-74,04706000;5,27024100
2,54207998;-70,38484000;5,17929600
2,54463998;-71,30039000;5,17929600
2,54719998;-73,13151000;5,27024100
2,54975998;-73,13151000;5,17929600
2,55231998;-74,04706000;5,17929600
2,55487998;-73,13151000;5,17929600
2,55743998;-73,13151000;5,17929600
2,55999998;-73,13151000;5,17929600
2,56255998;-74,95956000;5,17929600
2,56511998;-73,13151000;5,17929600
2,56767998;-72,21595000;5,17929600
2,57023998;-74,95956000;5,17929600
2,57279998;-73,13151000;5,17929600
2,57535998;-70,38484000;5,17929600
2,57791998;-72,21595000;5,17929600
2,58047998;-74,95956000;5,17929600
2,58303998;-75,87511000;5,17929600
2,58559998;-72,21595000;5,17929600
2,58815998;-73,13151000;5,17929600
2,59071998;-70,38484000;5,17929600
2,59327998;-71,30039000;5,17929600
2,59583998;-74,04706000;5,17929600
2,59839998;-71,30039000;5,17929600
2,60095998;-71,30039000;5,17929600
2,60351998;-73,13151000;5,17929600
2,60607998;-73,13151000;5,17929600
2,60863998;-71,30039000;5,17929600
2,61119998;-71,30039000;5,17929600
2,61375998;-74,95956000;5,17929600
2,61631998;-74,95956000;5,17929600
2,61887998;-73,13151000;5,17929600
2,62143998;-73,13151000;5,17929600
2,62399998;-72,21595000;5,17929600
2,62655998;-72,21595000;5,17929600
2,62911998;-72,21595000;5,17929600
2,63167998;-68,55678000;5,17929600
2,63423998;-73,13151000;5,08835100
2,63679998;-72,21595000;5,08835100
2,63935998;-72,21595000;5,08835100
2,64191998;-71,30039000;5,17929600
2,64447998;-73,13151000;5,08835100
2,64703998;-71,30039000;5,08835100
2,64959998;-74,95956000;5,17929600
2,65215998;-73,13151000;5,17929600
2,65471998;-72,21595000;5,08835100
2,65727998;-69,46928000;5,08835100
2,65983998;-73,13151000;5,08835100
2,66239998;-69,46928000;5,08835100
2,66495998;-69,46928000;5,08835100
2,66751998;-73,13151000;5,08835100
2,67007998;-70,38484000;5,08835100
2,67263998;-72,21595000;5,08835100
2,67519998;-69,46928000;5,08835100
2,67775998;-74,04706000;5,08835100
2,68031998;-71,30039000;5,08835100
2,68287998;-68,55678000;5,08835100
2,68543998;-74,04706000;5,08835100
2,68799998;-71,30039000;5,08835100
2,69055998;-70,38484000;5,08835100
2,69311998;-71,30039000;5,08835100
2,69567998;-71,30039000;5,08835100
2,69823998;-68,55678000;5,08835100
2,70079998;-71,30039000;5,08835100
2,70335998;-69,46928000;5,08835100
2,70591998;-67,64123000;5,08835100
2,70847998;-69,46928000;5,08835100
2,71103998;-73,13151000;5,08835100
2,71359998;-73,13151000;4,99740600
2,71615998;-69,46928000;4,99740600
2,71871998;-69,46928000;5,08835100
2,72127998;-69,46928000;4,99740600
2,72383998;-72,21595000;5,08835100
2,72639998;-68,55678000;4,99740600
2,72895998;-69,46928000;4,99740600
2,73151998;-69,46928000;4,99740600
2,73407998;-69,46928000;5,08835100
2,73663998;-69,46928000;4,99740600
2,73919998;-68,55678000;4,99740600
2,74175998;-70,38484000;4,99740600
2,74431998;-68,55678000;4,99740600
2,74687998;-73,13151000;4,99740600
2,74943998;-69,46928000;4,99740600
2,75199998;-71,30039000;4,99740600
2,75455998;-69,46928000;4,99740600
2,75711998;-69,46928000;4,99740600
2,75967998;-65,81011000;4,99740600
2,76223998;-68,55678000;4,99740600
2,76479998;-67,64123000;4,90646100
2,76735998;-68,55678000;4,99740600
2,76991998;-69,46928000;4,99740600
2,77247998;-69,46928000;4,99740600
2,77503998;-68,55678000;4,90646100
2,77759998;-68,55678000;4,90646100
2,78015998;-69,46928000;4,99740600
2,78271998;-71,30039000;4,90646100
2,78527998;-72,21595000;4,90646100
2,78783998;-67,64123000;4,90646100
2,79039998;-67,64123000;4,90646100
2,79295998;-68,55678000;4,90646100
2,79551998;-69,46928000;4,90646100
2,79807998;-67,64123000;4,90646100
2,80063998;-65,81011000;4,90646100
2,80319998;-69,46928000;4,90646100
2,80575998;-69,46928000;4,90646100
2,80831998;-68,55678000;4,90646100
2,81087998;-67,64123000;4,90646100
2,81343998;-66,72567000;4,90646100
2,81599998;-67,64123000;4,90646100
2,81855998;-70,38484000;4,90646100
2,82111998;-67,64123000;4,90646100
2,82367998;-67,64123000;4,90646100
2,82623998;-69,46928000;4,90646100
2,82879998;-66,72567000;4,90646100
2,83135998;-67,64123000;4,81551600
2,83391998;-68,55678000;4,90646100
2,83647998;-67,64123000;4,81551600
2,83903998;-69,46928000;4,81551600
2,84159998;-67,64123000;4,81551600
2,84415998;-67,64123000;4,81551600
2,84671998;-68,55678000;4,81551600
2,84927998;-67,64123000;4,81551600
2,85183998;-67,64123000;4,81551600
2,85439998;-65,81011000;4,81551600
2,85695998;-67,64123000;4,81551600
2,85951998;-66,72567000;4,81551600
2,86207998;-66,72567000;4,81551600
2,86463998;-65,81011000;4,81551600
2,86719998;-68,55678000;4,81551600
2,86975998;-65,81011000;4,81551600
2,87231998;-67,64123000;4,81551600
2,87487998;-65,81011000;4,81551600
2,87743998;-69,46928000;4,81551600
2,87999998;-67,64123000;4,72457000
2,88255998;-65,81011000;4,72457000
2,88511998;-64,89456000;4,72457000
2,88767998;-63,97900000;4,72457000
2,89023998;-66,72567000;4,81551600
2,89279998;-63,06345000;4,81551600
2,89535998;-65,81011000;4,72457000
2,89791998;-67,64123000;4,81551600
2,90047998;-72,21595000;4,72457000
2,90303998;-66,72567000;4,72457000
2,90559998;-65,81011000;4,72457000
2,90815998;-65,81011000;4,72457000
2,91071998;-67,64123000;4,72457000
2,91327998;-66,72567000;4,72457000
2,91583998;-65,81011000;4,72457000
2,91839998;-65,81011000;4,72457000
2,92095998;-65,81011000;4,72457000
2,92351998;-64,89456000;4,72457000
2,92607998;-63,97900000;4,72457000
2,92863998;-64,89456000;4,72457000
2,93119998;-67,64123000;4,63362600
2,93375998;-64,89456000;4,72457000
2,93631998;-63,97900000;4,72457000
2,93887998;-64,89456000;4,72457000
2,94143998;-66,72567000;4,72457000
2,94399998;-67,64123000;4,63362600
2,94655998;-64,89456000;4,63362600
2,94911998;-62,15094000;4,63362600
2,95167998;-65,81011000;4,72457000
2,95423998;-63,97900000;4,63362600
2,95679998;-64,89456000;4,63362600
2,95935998;-65,81011000;4,63362600
2,96191998;-62,15094000;4,63362600
2,96447998;-63,97900000;4,63362600
2,96703998;-63,97900000;4,63362600
2,96959998;-70,38484000;4,63362600
2,97215998;-62,15094000;4,63362600
2,97471998;-63,97900000;4,63362600
2,97727998;-63,97900000;4,63362600
2,97983998;-63,97900000;4,63362600
2,98239998;-63,97900000;4,63362600
2,98495998;-64,89456000;4,63362600
2,98751998;-62,15094000;4,63362600
2,99007998;-64,89456000;4,63362600
2,99263998;-63,97900000;4,63362600
2,99519998;-63,97900000;4,63362600
2,99775998;-64,89456000;4,63362600
3,00031998;-64,89456000;4,63362600
3,00287998;-64,89456000;4,63362600
3,00543998;-66,72567000;4,54237500
3,00799998;-63,06345000;4,54237500
3,01055998;-64,89456000;4,54237500
3,01311998;-63,97900000;4,54237500
3,01567998;-61,23539000;4,54237500
3,01823998;-63,97900000;4,54237500
3,02079998;-63,06345000;4,54237500
3,02335998;-61,23539000;4,54237500
3,02591998;-64,89456000;4,45143000
3,02847998;-62,15094000;4,45143000
3,03103998;-63,97900000;4,45143000
3,03359998;-63,97900000;4,45143000
3,03615998;-61,23539000;4,45143000
3,03871998;-63,06345000;4,45143000
3,04127998;-63,06345000;4,45143000
3,04383998;-61,23539000;4,45143000
3,04639998;-62,15094000;4,45143000
3,04895998;-61,23539000;4,45143000
3,05151998;-62,15094000;4,45143000
3,05407998;-60,31983000;4,45143000
3,05663998;-60,31983000;4,45143000
3,05919998;-62,15094000;4,45143000
3,06175998;-63,06345000;4,45143000
3,06431998;-62,15094000;4,45143000
3,06687998;-61,23539000;4,45143000
3,06943998;-61,23539000;4,45143000
3,07199998;-61,23539000;4,45143000
3,07455998;-60,31983000;4,45143000
3,07711998;-62,15094000;4,45143000
3,07967998;-56,66066000;4,45143000
3,08223998;-62,15094000;4,45143000
3,08479998;-61,23539000;4,45143000
3,08735998;-62,15094000;4,36048500
3,08991998;-61,23539000;4,36048500
3,09247998;-61,23539000;4,36048500
3,09503998;-62,15094000;4,36048500
3,09759998;-61,23539000;4,36048500
3,10015998;-60,31983000;4,36048500
3,10271998;-60,31983000;4,36048500
3,10527998;-61,23539000;4,36048500
3,10783998;-56,66066000;4,36048500
3,11039998;-57,57317000;4,36048500
3,11295998;-58,48872000;4,36048500
3,11551998;-54,82955000;4,36048500
3,11807998;-61,23539000;4,36048500
3,12063998;-59,40428000;4,36048500
3,12319998;-60,31983000;4,26953900
3,12575998;-60,31983000;4,36048500
3,12831998;-58,48872000;4,36048500
3,13087998;-61,23539000;4,36048500
3,13343998;-60,31983000;4,36048500
3,13599998;-60,31983000;4,26953900
3,13855998;-60,31983000;4,26953900
3,14111998;-61,23539000;4,26953900
3,14367998;-58,48872000;4,26953900
3,14623998;-57,57317000;4,26953900
3,14879998;-59,40428000;4,26953900
3,15135998;-57,57317000;4,26953900
3,15391998;-59,40428000;4,26953900
3,15647998;-58,48872000;4,26953900
3,15903998;-59,40428000;4,26953900
3,16159998;-58,48872000;4,17859400
3,16415998;-57,57317000;4,26953900
3,16671998;-57,57317000;4,17859400
3,16927998;-59,40428000;4,17859400
3,17183998;-54,82955000;4,26953900
3,17439998;-56,66066000;4,26953900
3,17695998;-58,48872000;4,26953900
3,17951998;-56,66066000;4,17859400
3,18207998;-56,66066000;4,17859400
3,18463998;-54,82955000;4,17859400
3,18719998;-58,48872000;4,17859400
3,18975998;-62,15094000;4,17859400
3,19231998;-57,57317000;4,17859400
3,19487998;-57,57317000;4,17859400
3,19743998;-55,74511000;4,17859400
3,19999998;-56,66066000;4,08764900
3,20255998;-55,74511000;4,17859400
3,20511998;-57,57317000;4,08764900
3,20767998;-55,74511000;4,17859400
3,21023998;-57,57317000;4,17859400
3,21279998;-57,57317000;4,08764900
3,21535998;-57,57317000;4,08764900
3,21791998;-54,82955000;4,08764900
3,22047998;-57,57317000;4,08764900
3,22303998;-56,66066000;4,08764900
3,22559998;-55,74511000;4,08764900
3,22815998;-57,57317000;4,08764900
3,23071998;-54,82955000;4,08764900
3,23327998;-57,57317000;4,08764900
3,23583998;-55,74511000;4,08764900
3,23839998;-53,91400000;4,08764900
3,24095998;-54,82955000;4,08764900
3,24351998;-54,82955000;4,08764900
3,24607998;-56,66066000;3,99670400
3,24863998;-56,66066000;3,99670400
3,25119998;-54,82955000;4,08764900
3,25375998;-58,48872000;3,99670400
3,25631998;-53,91400000;4,08764900
3,25887998;-53,91400000;3,99670400
3,26143998;-55,74511000;4,08764900
3,26399998;-53,91400000;3,99670400
3,26655998;-56,66066000;3,99670400
3,26911998;-54,82955000;3,99670400
3,27167998;-53,91400000;3,99670400
3,27423998;-52,99844000;3,99670400
3,27679998;-54,82955000;3,99670400
3,27935998;-56,66066000;3,99670400
3,28191998;-55,74511000;3,99670400
3,28447998;-53,91400000;3,99670400
3,28703998;-54,82955000;3,90575900
3,28959998;-53,91400000;3,90575900
3,29215998;-52,08289000;3,99670400
3,29471998;-54,82955000;3,90575900
3,29727998;-56,66066000;3,99670400
3,29983998;-53,91400000;3,90575900
3,30239998;-54,82955000;3,90575900
3,30495998;-55,74511000;3,90575900
3,30751998;-52,08289000;3,90575900
3,31007998;-52,08289000;3,90575900
3,31263998;-54,82955000;3,90575900
3,31519998;-52,99844000;3,90575900
3,31775998;-52,08289000;3,90575900
3,32031998;-52,08289000;3,90575900
3,32287998;-53,91400000;3,81481400
3,32543998;-54,82955000;3,90575900
3,32799998;-50,25483000;3,81481400
3,33055998;-52,99844000;3,81481400
3,33311998;-52,99844000;3,81481400
3,33567998;-50,25483000;3,90575900
3,33823998;-54,82955000;3,81481400
3,34079998;-52,08289000;3,90575900
3,34335998;-50,25483000;3,72386900
3,34591998;-57,57317000;3,72386900
3,34847998;-51,17038000;3,72386900
3,35103998;-52,99844000;3,72386900
3,35359998;-52,99844000;3,72386900
3,35615998;-52,08289000;3,72386900
3,35871998;-52,08289000;3,72386900
3,36127998;-50,25483000;3,72386900
3,36383998;-49,33927000;3,72386900
3,36639998;-51,17038000;3,72386900
3,36895998;-53,91400000;3,72386900
3,37151998;-50,25483000;3,72386900
3,37407998;-52,08289000;3,72386900
3,37663998;-50,25483000;3,72386900
3,37919998;-50,25483000;3,72386900
3,38175998;-50,25483000;3,72386900
3,38431998;-51,17038000;3,72386900
3,38687998;-50,25483000;3,72386900
3,38943998;-51,17038000;3,63292300
3,39199998;-50,25483000;3,63292300
3,39455998;-50,25483000;3,63292300
3,39711998;-50,25483000;3,72386900
3,39967998;-47,50816000;3,63292300
3,40223998;-52,99844000;3,63292300
3,40479998;-50,25483000;3,63292300
3,40735998;-49,33927000;3,63292300
3,40991998;-52,99844000;3,54197800
3,41247998;-50,25483000;3,63292300
3,41503998;-48,42372000;3,63292300
3,41759998;-51,17038000;3,54197800
3,42015998;-49,33927000;3,63292300
3,42271998;-48,42372000;3,63292300
3,42527998;-48,42372000;3,54197800
3,42783998;-47,50816000;3,54197800
3,43039998;-49,33927000;3,54197800
3,43295998;-47,50816000;3,54197800
3,43551998;-43,84899000;3,45103300
3,43807998;-48,42372000;3,54197800
3,44063998;-48,42372000;3,54197800
3,44319998;-49,33927000;3,54197800
3,44575998;-51,17038000;3,54197800
3,44831998;-47,50816000;3,54197800
3,45087998;-49,33927000;3,45103300
3,45343998;-47,50816000;3,54197800
3,45599998;-44,76455000;3,45103300
3,45855998;-49,33927000;3,45103300
3,46111998;-46,59261000;3,45103300
3,46367998;-52,99844000;3,45103300
3,46623998;-49,33927000;3,45103300
3,46879998;-49,33927000;3,45103300
3,47135998;-49,33927000;3,36008800
3,47391998;-47,50816000;3,36008800
3,47647998;-46,59261000;3,36008800
3,47903998;-47,50816000;3,36008800
3,48159998;-49,33927000;3,36008800
3,48415998;-47,50816000;3,36008800
3,48671998;-49,33927000;3,36008800
3,48927998;-45,67705000;3,45103300
3,49183998;-47,50816000;3,36008800
3,49439998;-47,50816000;3,45103300
3,49695998;-46,59261000;3,36008800
3,49951998;-45,67705000;3,36008800
3,50207998;-47,50816000;3,36008800
3,50463998;-47,50816000;3,36008800
3,50719998;-45,67705000;3,36008800
3,50975998;-46,59261000;3,36008800
3,51231998;-44,76455000;3,36008800
3,51487998;-44,76455000;3,26914300
3,51743998;-46,59261000;3,26914300
3,51999998;-45,67705000;3,26914300
3,52255998;-46,59261000;3,26914300
3,52511998;-45,67705000;3,26914300
3,52767998;-46,59261000;3,26914300
3,53023998;-45,67705000;3,26914300
3,53279998;-45,67705000;3,26914300
3,53535998;-44,76455000;3,26914300
3,53791998;-49,33927000;3,26914300
3,54047998;-43,84899000;3,26914300
3,54303998;-43,84899000;3,17819800
3,54559998;-42,93344000;3,17819800
3,54815998;-43,84899000;3,17819800
3,55071998;-43,84899000;3,17819800
3,55327998;-46,59261000;3,17819800
3,55583998;-43,84899000;3,17819800
3,55839998;-43,84899000;3,17819800
3,56095998;-44,76455000;3,17819800
3,56351998;-43,84899000;3,17819800
3,56607998;-45,67705000;3,17819800
3,56863998;-43,84899000;3,17819800
3,57119998;-43,84899000;3,17819800
3,57375998;-43,84899000;3,08725200
3,57631998;-43,84899000;3,17819800
3,57887998;-39,27427000;3,17819800
3,58143998;-38,35871000;3,08725200
3,58399998;-43,84899000;3,17819800
3,58655998;-41,10233000;3,08725200
3,58911998;-44,76455000;3,08725200
3,59167998;-43,84899000;3,08725200
3,59423998;-42,01788000;3,08725200
3,59679998;-42,93344000;2,99630700
3,59935998;-43,84899000;2,99630700
3,60191998;-40,18677000;2,99630700
3,60447998;-41,10233000;2,99630700
3,60703998;-43,84899000;2,99630700
3,60959998;-42,93344000;2,99630700
3,61215998;-42,01788000;2,99630700
3,61471998;-41,10233000;2,99630700
3,61727998;-43,84899000;2,99630700
3,61983998;-35,61205000;2,99630700
3,62239998;-39,27427000;2,99630700
3,62495998;-42,01788000;2,99630700
3,62751998;-42,01788000;2,99630700
3,63007998;-42,93344000;2,90536200
3,63263998;-43,84899000;2,99630700
3,63519998;-41,10233000;2,99630700
3,63775998;-40,18677000;2,90536200
3,64031998;-42,01788000;2,99630700
3,64287998;-46,59261000;2,90536200
3,64543998;-42,01788000;2,90536200
3,64799998;-39,27427000;2,90536200
3,65055998;-38,35871000;2,90536200
3,65311998;-42,01788000;2,90536200
3,65567998;-36,52760000;2,90536200
3,65823998;-39,27427000;2,90536200
3,66079998;-42,01788000;2,90536200
3,66335998;-40,18677000;2,90536200
3,66591998;-42,93344000;2,90536200
3,66847998;-42,01788000;2,90536200
3,67103998;-40,18677000;2,81441700
3,67359998;-41,10233000;2,90536200
3,67615998;-40,18677000;2,81441700
3,67871998;-39,27427000;2,81441700
3,68127998;-40,18677000;2,81441700
3,68383998;-39,27427000;2,81441700
3,68639998;-37,44316000;2,72347200
3,68895998;-38,35871000;2,81441700
3,69151998;-40,18677000;2,81441700
3,69407998;-38,35871000;2,72347200
3,69663998;-39,27427000;2,81441700
3,69919998;-39,27427000;2,81441700
3,70175998;-39,27427000;2,72347200
3,70431998;-37,44316000;2,72347200
3,70687998;-39,27427000;2,72347200
3,70943998;-35,61205000;2,72347200
3,71199998;-39,27427000;2,72347200
3,71455998;-39,27427000;2,72347200
3,71711998;-32,86843000;2,72347200
3,71967998;-39,27427000;2,72347200
3,72223998;-32,86843000;2,72347200
3,72479998;-39,27427000;2,63222100
3,72735998;-37,44316000;2,63222100
3,72991998;-38,35871000;2,63222100
3,73247998;-37,44316000;2,63222100
3,73503998;-36,52760000;2,63222100
3,73759998;-37,44316000;2,63222100
3,74015998;-39,27427000;2,63222100
3,74271998;-36,52760000;2,63222100
3,74527998;-34,69649000;2,63222100
3,74783998;-36,52760000;2,63222100
3,75039998;-34,69649000;2,63222100
3,75295998;-39,27427000;2,63222100
