Frequenz(ms);Kanal A(mV);Kanal B(V)
3,75551998;-39,27427000;2,63222100
3,75807998;-35,61205000;2,63222100
3,76063998;-34,69649000;2,63222100
3,76319998;-32,86843000;2,63222100
3,76575998;-33,78094000;2,54127600
3,76831998;-33,78094000;2,54127600
3,77087998;-35,61205000;2,54127600
3,77343998;-34,69649000;2,54127600
3,77599998;-35,61205000;2,54127600
3,77855998;-33,78094000;2,54127600
3,78111998;-35,61205000;2,54127600
3,78367998;-32,86843000;2,54127600
3,78623998;-34,69649000;2,45033100
3,78879998;-34,69649000;2,45033100
3,79135998;-44,76455000;2,54127600
3,79391998;-34,69649000;2,45033100
3,79647998;-33,78094000;2,54127600
3,79903998;-35,61205000;2,45033100
3,80159998;-34,69649000;2,54127600
3,80415998;-35,61205000;2,45033100
3,80671998;-31,03732000;2,45033100
3,80927998;-33,78094000;2,45033100
3,81183998;-32,86843000;2,45033100
3,81439998;-31,03732000;2,45033100
3,81695998;-32,86843000;2,45033100
3,81951998;-38,35871000;2,45033100
3,82207998;-32,86843000;2,45033100
3,82463998;-31,03732000;2,45033100
3,82719998;-36,52760000;2,45033100
3,82975998;-31,95288000;2,45033100
3,83231998;-32,86843000;2,35938600
3,83487998;-32,86843000;2,35938600
3,83743998;-32,86843000;2,35938600
3,83999998;-31,95288000;2,26844100
3,84255998;-29,20621000;2,26844100
3,84511998;-31,03732000;2,26844100
3,84767998;-31,95288000;2,26844100
3,85023998;-31,03732000;2,26844100
3,85279998;-29,20621000;2,26844100
3,85535998;-31,95288000;2,26844100
3,85791998;-31,95288000;2,26844100
3,86047998;-31,03732000;2,26844100
3,86303998;-31,95288000;2,26844100
3,86559998;-31,03732000;2,26844100
3,86815998;-28,29066000;2,26844100
3,87071998;-30,12177000;2,26844100
3,87327998;-32,86843000;2,26844100
3,87583998;-31,03732000;2,26844100
3,87839998;-31,95288000;2,17749600
3,88095998;-31,03732000;2,17749600
3,88351998;-31,03732000;2,17749600
3,88607998;-31,03732000;2,17749600
3,88863998;-29,20621000;2,17749600
3,89119998;-31,03732000;2,17749600
3,89375998;-28,29066000;2,17749600
3,89631998;-28,29066000;2,17749600
3,89887998;-31,03732000;2,17749600
3,90143998;-29,20621000;2,17749600
3,90399998;-29,20621000;2,17749600
3,90655998;-29,20621000;2,08655000
3,90911998;-30,12177000;2,08655000
3,91167998;-28,29066000;2,08655000
3,91423998;-27,37815000;2,08655000
3,91679998;-27,37815000;2,08655000
3,91935998;-29,20621000;2,08655000
3,92191998;-29,20621000;2,08655000
3,92447998;-29,20621000;2,08655000
3,92703998;-31,03732000;2,08655000
3,92959998;-26,46260000;1,99560500
3,93215998;-28,29066000;1,99560500
3,93471998;-27,37815000;1,99560500
3,93727998;-27,37815000;2,08655000
3,93983998;-25,54704000;1,99560500
3,94239998;-29,20621000;1,99560500
3,94495998;-26,46260000;1,99560500
3,94751998;-27,37815000;1,99560500
3,95007998;-27,37815000;1,99560500
3,95263998;-27,37815000;1,99560500
3,95519998;-28,29066000;1,99560500
3,95775998;-26,46260000;1,99560500
3,96031998;-26,46260000;1,99560500
3,96287998;-26,46260000;1,90466000
3,96543998;-26,46260000;1,90466000
3,96799998;-28,29066000;1,90466000
3,97055998;-25,54704000;1,90466000
3,97311998;-25,54704000;1,90466000
3,97567998;-31,03732000;1,90466000
3,97823998;-24,63149000;1,90466000
3,98079998;-24,63149000;1,90466000
3,98335998;-24,63149000;1,90466000
3,98591998;-27,37815000;1,90466000
3,98847998;-26,46260000;1,81371500
3,99103998;-25,54704000;1,90466000
3,99359998;-25,54704000;1,81371500
3,99615998;-25,54704000;1,90466000
3,99871998;-25,54704000;1,81371500
4,00127998;-22,80038000;1,81371500
4,00383998;-22,80038000;1,81371500
4,00639998;-28,29066000;1,81371500
4,00895998;-22,80038000;1,81371500
4,01151998;-28,29066000;1,81371500
4,01407998;-22,80038000;1,81371500
4,01663998;-23,71593000;1,81371500
4,01919998;-26,46260000;1,81371500
4,02175998;-22,80038000;1,72277000
4,02431998;-24,63149000;1,72277000
4,02687998;-25,54704000;1,72277000
4,02943998;-21,88787000;1,72277000
4,03199998;-23,71593000;1,72277000
4,03455998;-24,63149000;1,72277000
4,03711998;-20,97232000;1,72277000
4,03967998;-23,71593000;1,72277000
4,04223998;-21,88787000;1,72277000
4,04479998;-21,88787000;1,72277000
4,04735998;-21,88787000;1,72277000
4,04991998;-21,88787000;1,72277000
4,05247998;-23,71593000;1,63182500
4,05503998;-22,80038000;1,63182500
4,05759998;-21,88787000;1,63182500
4,06015998;-21,88787000;1,63182500
4,06271998;-23,71593000;1,54087900
4,06527998;-20,97232000;1,54087900
4,06783998;-21,88787000;1,54087900
4,07039998;-18,22565000;1,63182500
4,07295998;-18,22565000;1,54087900
4,07551998;-23,71593000;1,54087900
4,07807998;-20,97232000;1,54087900
4,08063998;-21,88787000;1,54087900
4,08319998;-20,97232000;1,54087900
4,08575998;-19,14121000;1,54087900
4,08831998;-20,97232000;1,54087900
4,09087998;-25,54704000;1,54087900
4,09343998;-20,97232000;1,54087900
4,09599998;-18,22565000;1,54087900
4,09855998;-20,97232000;1,54087900
4,10111998;-20,05676000;1,54087900
4,10367998;-21,88787000;1,54087900
4,10623998;-20,97232000;1,44993400
4,10879998;-19,14121000;1,44993400
4,11135998;-21,88787000;1,44993400
4,11391997;-19,14121000;1,44993400
4,11647997;-20,05676000;1,44993400
4,11903997;-19,14121000;1,44993400
4,12159997;-18,22565000;1,44993400
4,12415997;-22,80038000;1,44993400
4,12671997;-20,05676000;1,35898900
4,12927997;-20,05676000;1,44993400
4,13183997;-20,05676000;1,35898900
4,13439997;-19,14121000;1,35898900
4,13695997;-18,22565000;1,35898900
4,13951997;-18,22565000;1,35898900
4,14207997;-14,56648000;1,26804400
4,14463997;-17,31010000;1,35898900
4,14719997;-20,05676000;1,26804400
4,14975997;-20,05676000;1,35898900
4,15231997;-17,31010000;1,26804400
4,15487997;-17,31010000;1,26804400
4,15743997;-19,14121000;1,26804400
4,15999997;-18,22565000;1,26804400
4,16255997;-18,22565000;1,26804400
4,16511997;-14,56648000;1,26804400
4,16767997;-16,39454000;1,26804400
4,17023997;-18,22565000;1,26804400
4,17279997;-15,48204000;1,26804400
4,17535997;-14,56648000;1,17709900
4,17791997;-17,31010000;1,26804400
4,18047997;-15,48204000;1,17709900
4,18303997;-20,97232000;1,17709900
4,18559997;-18,22565000;1,17709900
4,18815997;-14,56648000;1,17709900
4,19071997;-17,31010000;1,17709900
4,19327997;-17,31010000;1,17709900
4,19583997;-18,22565000;1,17709900
4,19839997;-14,56648000;1,17709900
4,20095997;-13,65093000;1,17709900
4,20351997;-13,65093000;1,17709900
4,20607997;-14,56648000;1,08615400
4,20863997;-17,31010000;1,08615400
4,21119997;-16,39454000;1,08615400
4,21375997;-14,56648000;1,08615400
4,21631997;-14,56648000;1,08615400
4,21887997;-15,48204000;1,08615400
4,22143997;-14,56648000;1,17709900
4,22399997;-17,31010000;1,08615400
4,22655997;-13,65093000;1,08615400
4,22911997;-14,56648000;0,99520860
4,23167997;-13,65093000;1,08615400
4,23423997;-13,65093000;1,08615400
4,23679997;-14,56648000;0,99520860
4,23935997;-11,81982000;0,99520860
4,24191997;-14,56648000;0,99520860
4,24447997;-12,73537000;0,99520860
4,24703997;-14,56648000;0,99520860
4,24959997;-13,65093000;0,99520860
4,25215997;-13,65093000;0,99520860
4,25471997;-13,65093000;0,99520860
4,25727997;-14,56648000;0,99520860
4,25983997;-10,90426000;0,99520860
4,26239997;-12,73537000;0,99520860
4,26495997;-13,65093000;0,90426340
4,26751997;-10,90426000;0,90426340
4,27007997;-12,73537000;0,90426340
4,27263997;-16,39454000;0,81331830
4,27519997;-11,81982000;0,90426340
4,27775997;-15,48204000;0,90426340
4,28031997;-13,65093000;0,81331830
4,28287997;-9,99175900;0,81331830
4,28543997;-10,90426000;0,81331830
4,28799997;-11,81982000;0,81331830
4,29055997;-10,90426000;0,81331830
4,29311997;-12,73537000;0,81331830
4,29567997;-10,90426000;0,81331830
4,29823997;-9,99175900;0,81331830
4,30079997;-13,65093000;0,72237310
4,30335997;-10,90426000;0,81331830
4,30591997;-9,99175900;0,72237310
4,30847997;-11,81982000;0,72237310
4,31103997;-9,07620400;0,81331830
4,31359997;-13,65093000;0,72237310
4,31615997;-9,07620400;0,72237310
4,31871997;-12,73537000;0,72237310
4,32127997;-10,90426000;0,72237310
4,32383997;-9,99175900;0,72237310
4,32639997;-9,07620400;0,72237310
4,32895997;-10,90426000;0,72237310
4,33151997;-12,73537000;0,72237310
4,33407997;-11,81982000;0,72237310
4,33663997;-9,07620400;0,63142790
4,33919997;-9,99175900;0,63142790
4,34175997;-9,99175900;0,63142790
4,34431997;-9,99175900;0,63142790
4,34687997;-7,24509400;0,63142790
4,34943997;-9,99175900;0,63142790
4,35199997;-7,24509400;0,63142790
4,35455997;-7,24509400;0,63142790
4,35711997;-7,24509400;0,54048280
4,35967997;-8,16064900;0,54048280
4,36223997;-7,24509400;0,63142790
4,36479997;-7,24509400;0,54048280
4,36735997;-10,90426000;0,54048280
4,36991997;-9,99175900;0,63142790
4,37247997;-7,24509400;0,54048280
4,37503997;-6,32953900;0,54048280
4,37759997;-9,99175900;0,54048280
4,38015997;-7,24509400;0,54048280
4,38271997;-7,24509400;0,54048280
4,38527997;-5,41398400;0,44953760
4,38783997;-3,58592500;0,54048280
4,39039997;-6,32953900;0,44953760
4,39295997;-3,58592500;0,44953760
4,39551997;-4,49842800;0,44953760
4,39807997;-4,49842800;0,44953760
4,40063997;-6,32953900;0,44953760
4,40319997;-5,41398400;0,44953760
4,40575997;-5,41398400;0,44953760
4,40831997;-2,67037000;0,44953760
4,41087997;-5,41398400;0,35859250
4,41343997;-6,32953900;0,44953760
4,41599997;-7,24509400;0,35859250
4,41855997;-4,49842800;0,35859250
4,42111997;-5,41398400;0,35859250
4,42367997;-5,41398400;0,35859250
4,42623997;-4,49842800;0,35859250
4,42879997;-3,58592500;0,35859250
4,43135997;-6,32953900;0,35859250
4,43391997;-4,49842800;0,35859250
4,43647997;-3,58592500;0,35859250
4,43903997;-2,67037000;0,26764730
4,44159997;-6,32953900;0,26764730
4,44415997;-3,58592500;0,26764730
4,44671997;-2,67037000;0,26764730
4,44927997;-2,67037000;0,26764730
4,45183997;-2,67037000;0,26764730
4,45439997;-5,41398400;0,26764730
4,45695997;-3,58592500;0,26764730
4,45951997;0,07629627;0,26764730
4,46207997;-1,75481400;0,26764730
4,46463997;-2,67037000;0,17670220
4,46719997;-3,58592500;0,17670220
4,46975997;-3,58592500;0,26764730
4,47231997;-1,75481400;0,17670220
4,47487997;-3,58592500;0,17670220
4,47743997;-4,49842800;0,17670220
4,47999997;-1,75481400;0,08575701
4,48255997;0,07629627;0,08575701
4,48511997;-0,83925900;0,08575701
4,48767997;-2,67037000;0,08575701
4,49023997;-1,75481400;0,08575701
4,49279997;0,99185150;0,08575701
4,49535997;-1,75481400;0,08575701
4,49791997;0,07629627;0,08575701
4,50047997;-1,75481400;0,08575701
4,50303997;1,90435500;0,08575701
4,50559997;-1,75481400;-0,00518815
4,50815997;0,99185150;0,08575701
4,51071997;0,99185150;0,08575701
4,51327997;-0,83925900;0,08575701
4,51583997;0,07629627;-0,00518815
4,51839997;0,07629627;-0,00518815
4,52095997;-1,75481400;-0,00518815
4,52351997;-0,83925900;-0,00518815
4,52607997;1,90435500;-0,00518815
4,52863997;0,07629627;-0,00518815
4,53119997;2,81991000;-0,00518815
4,53375997;-2,67037000;-0,09613331
4,53631997;0,07629627;-0,09613331
4,53887997;0,99185150;-0,09613331
4,54143997;0,07629627;-0,09613331
4,54399997;3,73546600;-0,09613331
4,54655997;1,90435500;-0,09613331
4,54911997;1,90435500;-0,09613331
4,55167997;5,56657600;-0,09613331
4,55423997;2,81991000;-0,18707850
4,55679997;0,99185150;-0,18707850
4,55935997;1,90435500;-0,09613331
4,56191997;1,90435500;-0,18707850
4,56447997;3,73546600;-0,18707850
4,56703997;3,73546600;-0,18707850
4,56959997;0,07629627;-0,18707850
4,57215997;3,73546600;-0,18707850
4,57471997;3,73546600;-0,18707850
4,57727997;3,73546600;-0,18707850
4,57983997;1,90435500;-0,18707850
4,58239997;2,81991000;-0,18707850
4,58495997;0,99185150;-0,27802360
4,58751997;2,81991000;-0,18707850
4,59007997;3,73546600;-0,18707850
4,59263997;3,73546600;-0,27802360
4,59519997;4,65102100;-0,27802360
4,59775997;1,90435500;-0,27802360
4,60031997;4,65102100;-0,27802360
4,60287997;2,81991000;-0,27802360
4,60543997;0,99185150;-0,27802360
4,60799997;5,56657600;-0,27802360
4,61055997;3,73546600;-0,27802360
4,61311997;2,81991000;-0,36896880
4,61567997;4,65102100;-0,36896880
4,61823997;5,56657600;-0,27802360
4,62079997;4,65102100;-0,27802360
4,62335997;4,65102100;-0,36896880
4,62591997;3,73546600;-0,36896880
4,62847997;1,90435500;-0,36896880
4,63103997;6,48213100;-0,36896880
4,63359997;5,56657600;-0,36896880
4,63615997;4,65102100;-0,36896880
4,63871997;7,39463500;-0,45991390
4,64127997;6,48213100;-0,36896880
4,64383997;5,56657600;-0,36896880
4,64639997;8,30713700;-0,45991390
4,64895997;3,73546600;-0,45991390
4,65151997;5,56657600;-0,36896880
4,65407997;5,56657600;-0,45991390
4,65663997;7,39463500;-0,45991390
4,65919997;7,39463500;-0,45991390
4,66175997;5,56657600;-0,45991390
4,66431997;4,65102100;-0,45991390
4,66687997;10,13825000;-0,45991390
4,66943997;7,39463500;-0,55085910
4,67199997;6,48213100;-0,45991390
4,67455997;6,48213100;-0,45991390
4,67711997;7,39463500;-0,55085910
4,67967997;7,39463500;-0,45991390
4,68223997;4,65102100;-0,55085910
4,68479997;5,56657600;-0,55085910
4,68735997;8,30713700;-0,55085910
4,68991997;5,56657600;-0,64180430
4,69247997;7,39463500;-0,55085910
4,69503997;10,13825000;-0,64180430
4,69759997;7,39463500;-0,64180430
4,70015997;9,22269300;-0,64180430
4,70271997;9,22269300;-0,64180430
4,70527997;6,48213100;-0,64180430
4,70783997;5,56657600;-0,64180430
4,71039997;11,05380000;-0,64180430
4,71295997;10,13825000;-0,64180430
4,71551997;5,56657600;-0,64180430
4,71807997;11,05380000;-0,64180430
4,72063997;8,30713700;-0,64180430
4,72319997;11,96936000;-0,64180430
4,72575997;8,30713700;-0,73274940
4,72831997;11,05380000;-0,73274940
4,73087997;11,05380000;-0,73274940
4,73343997;11,05380000;-0,73274940
4,73599997;11,05380000;-0,73274940
4,73855997;12,88491000;-0,73274940
4,74111997;11,05380000;-0,73274940
4,74367997;10,13825000;-0,73274940
4,74623997;12,88491000;-0,73274940
4,74879997;11,96936000;-0,73274940
4,75135997;7,39463500;-0,73274940
4,75391997;9,22269300;-0,73274940
4,75647997;11,05380000;-0,82369460
4,75903997;11,05380000;-0,82369460
4,76159997;12,88491000;-0,82369460
4,76415997;11,05380000;-0,82369460
4,76671997;11,05380000;-0,82369460
4,76927997;10,13825000;-0,82369460
4,77183997;11,05380000;-0,82369460
4,77439997;11,96936000;-0,82369460
4,77695997;14,71297000;-0,82369460
4,77951997;12,88491000;-0,91463970
4,78207997;14,71297000;-0,91463970
4,78463997;12,88491000;-0,91463970
4,78719997;11,96936000;-0,91463970
4,78975997;14,71297000;-0,91463970
4,79231997;11,96936000;-0,91463970
4,79487997;13,79742000;-0,91463970
4,79743997;10,13825000;-0,91463970
4,79999997;13,79742000;-0,91463970
4,80255997;12,88491000;-0,91463970
4,80511997;14,71297000;-0,91463970
4,80767997;12,88491000;-1,00558500
4,81023997;12,88491000;-1,00558500
4,81279997;11,05380000;-1,00558500
4,81535997;12,88491000;-1,00558500
4,81791997;14,71297000;-1,00558500
4,82047997;14,71297000;-1,00558500
4,82303997;14,71297000;-1,00558500
4,82559997;15,62853000;-1,00558500
4,82815997;16,54408000;-1,00558500
4,83071997;15,62853000;-1,09653000
4,83327997;11,96936000;-1,00558500
4,83583997;12,88491000;-1,09653000
4,83839997;16,54408000;-1,00558500
4,84095997;12,88491000;-1,09653000
4,84351997;12,88491000;-1,09653000
4,84607997;15,62853000;-1,09653000
4,84863997;11,96936000;-1,09653000
4,85119997;16,54408000;-1,09653000
4,85375997;15,62853000;-1,09653000
4,85631997;13,79742000;-1,09653000
4,85887997;15,62853000;-1,09653000
4,86143997;14,71297000;-1,18747500
4,86399997;14,71297000;-1,09653000
4,86655997;16,54408000;-1,18747500
4,86911997;15,62853000;-1,18747500
4,87167997;12,88491000;-1,18747500
4,87423997;19,28770000;-1,18747500
4,87679997;16,54408000;-1,18747500
4,87935997;16,54408000;-1,18747500
4,88191997;15,62853000;-1,18747500
4,88447997;15,62853000;-1,18747500
4,88703997;23,86547000;-1,18747500
4,88959997;16,54408000;-1,18747500
4,89215997;14,71297000;-1,18747500
4,89471997;15,62853000;-1,18747500
4,89727997;16,54408000;-1,27872600
4,89983997;15,62853000;-1,18747500
4,90239997;20,20325000;-1,18747500
4,90495997;14,71297000;-1,27872600
4,90751997;19,28770000;-1,18747500
4,91007997;19,28770000;-1,27872600
4,91263997;17,45964000;-1,27872600
4,91519997;16,54408000;-1,27872600
4,91775997;18,37519000;-1,36967100
4,92031997;21,11881000;-1,36967100
4,92287997;19,28770000;-1,36967100
4,92543997;17,45964000;-1,36967100
4,92799997;20,20325000;-1,36967100
4,93055997;18,37519000;-1,36967100
4,93311997;22,03436000;-1,36967100
4,93567997;19,28770000;-1,36967100
4,93823997;19,28770000;-1,36967100
4,94079997;20,20325000;-1,36967100
4,94335997;19,28770000;-1,36967100
4,94591997;18,37519000;-1,36967100
4,94847997;20,20325000;-1,36967100
4,95103997;22,03436000;-1,46061600
4,95359997;20,20325000;-1,46061600
4,95615997;20,20325000;-1,46061600
4,95871997;22,03436000;-1,46061600
4,96127997;20,20325000;-1,46061600
4,96383997;20,20325000;-1,46061600
4,96639997;22,94992000;-1,46061600
4,96895997;22,03436000;-1,46061600
4,97151997;20,20325000;-1,46061600
4,97407997;22,03436000;-1,46061600
4,97663997;20,20325000;-1,46061600
4,97919997;22,94992000;-1,46061600
4,98175997;21,11881000;-1,55156100
4,98431997;22,94992000;-1,55156100
4,98687997;21,11881000;-1,55156100
4,98943997;21,11881000;-1,55156100
4,99199997;23,86547000;-1,55156100
4,99455997;22,94992000;-1,55156100
4,99711997;22,94992000;-1,55156100
4,99967997;22,94992000;-1,55156100
5,00223997;22,03436000;-1,55156100
5,00479997;23,86547000;-1,64250600
5,00735997;22,94992000;-1,64250600
5,00991997;22,03436000;-1,64250600
5,01247997;22,03436000;-1,64250600
5,01503997;23,86547000;-1,64250600
5,01759997;23,86547000;-1,64250600
5,02015997;22,94992000;-1,64250600
5,02271997;23,86547000;-1,64250600
5,02527997;24,78103000;-1,64250600
5,02783997;22,94992000;-1,64250600
5,03039997;23,86547000;-1,64250600
5,03295997;26,60909000;-1,64250600
5,03551997;20,20325000;-1,64250600
5,03807997;22,03436000;-1,64250600
5,04063997;22,94992000;-1,73345100
5,04319997;25,69353000;-1,73345100
5,04575997;22,94992000;-1,73345100
5,04831997;24,78103000;-1,73345100
5,05087997;28,44020000;-1,73345100
5,05343997;22,94992000;-1,73345100
5,05599997;24,78103000;-1,73345100
5,05855997;22,94992000;-1,73345100
5,06111997;24,78103000;-1,73345100
5,06367997;22,03436000;-1,82439600
5,06623997;25,69353000;-1,82439600
5,06879997;25,69353000;-1,73345100
5,07135997;24,78103000;-1,82439600
5,07391997;31,18381000;-1,82439600
5,07647997;25,69353000;-1,82439600
5,07903997;26,60909000;-1,82439600
5,08159997;25,69353000;-1,82439600
5,08415997;25,69353000;-1,82439600
5,08671997;28,44020000;-1,82439600
5,08927997;25,69353000;-1,82439600
5,09183997;25,69353000;-1,82439600
5,09439997;27,52464000;-1,82439600
5,09695997;29,35575000;-1,82439600
5,09951997;27,52464000;-1,91534200
5,10207997;29,35575000;-1,82439600
5,10463997;21,11881000;-1,91534200
5,10719997;25,69353000;-1,91534200
5,10975997;30,27131000;-1,91534200
5,11231997;26,60909000;-1,91534200
5,11487997;27,52464000;-1,91534200
5,11743997;26,60909000;-1,91534200
5,11999997;30,27131000;-1,91534200
5,12255997;26,60909000;-1,91534200
5,12511997;27,52464000;-1,91534200
5,12767997;29,35575000;-2,00628700
5,13023997;29,35575000;-2,00628700
5,13279997;32,09937000;-2,00628700
5,13535997;28,44020000;-2,09723200
5,13791997;33,01492000;-2,00628700
5,14047997;29,35575000;-2,09723200
5,14303997;29,35575000;-2,00628700
5,14559997;32,09937000;-2,00628700
5,14815997;29,35575000;-2,09723200
5,15071997;29,35575000;-2,09723200
5,15327997;29,35575000;-2,09723200
5,15583997;29,35575000;-2,09723200
5,15839997;29,35575000;-2,09723200
5,16095997;30,27131000;-2,09723200
5,16351997;29,35575000;-2,09723200
5,16607997;33,93048000;-2,09723200
5,16863997;30,27131000;-2,09723200
5,17119997;29,35575000;-2,09723200
5,17375997;29,35575000;-2,09723200
5,17631997;28,44020000;-2,18817700
5,17887997;34,84603000;-2,18817700
5,18143997;33,01492000;-2,09723200
5,18399997;29,35575000;-2,18817700
5,18655997;29,35575000;-2,18817700
5,18911997;31,18381000;-2,18817700
5,19167997;30,27131000;-2,18817700
5,19423997;31,18381000;-2,18817700
5,19679997;31,18381000;-2,18817700
5,19935997;31,18381000;-2,18817700
5,20191997;32,09937000;-2,18817700
5,20447997;33,01492000;-2,18817700
5,20703997;33,01492000;-2,18817700
5,20959997;32,09937000;-2,27912200
5,21215997;27,52464000;-2,27912200
5,21471997;31,18381000;-2,27912200
5,21727997;33,93048000;-2,27912200
5,21983997;33,93048000;-2,27912200
5,22239997;32,09937000;-2,27912200
5,22495997;31,18381000;-2,27912200
5,22751997;33,01492000;-2,27912200
5,23007997;34,84603000;-2,37006700
5,23263997;31,18381000;-2,27912200
5,23519997;36,67714000;-2,37006700
5,23775997;34,84603000;-2,37006700
5,24031997;33,01492000;-2,37006700
5,24287997;33,01492000;-2,37006700
5,24543997;34,84603000;-2,37006700
5,24799997;34,84603000;-2,37006700
5,25055997;33,93048000;-2,37006700
5,25311997;33,93048000;-2,37006700
5,25567997;29,35575000;-2,37006700
5,25823997;34,84603000;-2,37006700
5,26079997;34,84603000;-2,37006700
5,26335997;34,84603000;-2,46101300
5,26591997;36,67714000;-2,46101300
5,26847997;33,93048000;-2,46101300
5,27103997;37,58965000;-2,46101300
5,27359997;33,01492000;-2,46101300
5,27615997;33,93048000;-2,46101300
5,27871997;36,67714000;-2,46101300
5,28127997;29,35575000;-2,46101300
5,28383997;34,84603000;-2,46101300
5,28639997;35,76159000;-2,55195800
5,28895997;34,84603000;-2,46101300
5,29151997;36,67714000;-2,46101300
5,29407997;33,93048000;-2,55195800
5,29663997;34,84603000;-2,55195800
5,29919997;36,67714000;-2,55195800
5,30175997;37,58965000;-2,55195800
5,30431997;36,67714000;-2,55195800
5,30687997;33,01492000;-2,55195800
5,30943997;36,67714000;-2,55195800
5,31199997;33,93048000;-2,55195800
5,31455997;36,67714000;-2,55195800
5,31711997;33,01492000;-2,55195800
5,31967997;34,84603000;-2,55195800
5,32223997;35,76159000;-2,55195800
5,32479997;34,84603000;-2,64290300
5,32735997;36,67714000;-2,64290300
5,32991997;37,58965000;-2,64290300
5,33247997;35,76159000;-2,64290300
5,33503997;36,67714000;-2,64290300
5,33759997;35,76159000;-2,64290300
5,34015997;36,67714000;-2,64290300
5,34271997;38,50520000;-2,64290300
5,34527997;38,50520000;-2,64290300
5,34783997;35,76159000;-2,73384800
5,35039997;36,67714000;-2,73384800
5,35295997;38,50520000;-2,73384800
5,35551997;38,50520000;-2,64290300
5,35807997;37,58965000;-2,73384800
5,36063997;40,33631000;-2,82479300
5,36319997;35,76159000;-2,73384800
5,36575997;40,33631000;-2,73384800
5,36831997;37,58965000;-2,82479300
5,37087997;37,58965000;-2,82479300
5,37343997;39,42076000;-2,82479300
5,37599997;38,50520000;-2,82479300
5,37855997;41,25187000;-2,82479300
5,38111997;37,58965000;-2,82479300
5,38367997;38,50520000;-2,82479300
5,38623997;40,33631000;-2,82479300
5,38879997;39,42076000;-2,82479300
5,39135997;39,42076000;-2,82479300
5,39391997;40,33631000;-2,82479300
5,39647997;39,42076000;-2,82479300
5,39903997;40,33631000;-2,82479300
5,40159997;39,42076000;-2,91573800
5,40415997;40,33631000;-2,82479300
5,40671997;40,33631000;-2,91573800
5,40927997;36,67714000;-2,91573800
5,41183997;40,33631000;-2,91573800
5,41439997;39,42076000;-2,91573800
5,41695997;40,33631000;-2,91573800
5,41951997;36,67714000;-2,91573800
5,42207997;41,25187000;-2,91573800
5,42463997;43,07993000;-2,91573800
5,42719997;42,16742000;-2,91573800
5,42975997;35,76159000;-2,91573800
5,43231997;42,16742000;-2,91573800
5,43487997;43,07993000;-2,91573800
5,43743997;43,99548000;-2,91573800
5,43999997;38,50520000;-3,00668400
5,44255997;41,25187000;-3,00668400
5,44511997;42,16742000;-3,00668400
5,44767997;40,33631000;-3,00668400
5,45023997;41,25187000;-3,00668400
5,45279997;42,16742000;-3,00668400
5,45535997;38,50520000;-3,00668400
5,45791997;44,91104000;-3,00668400
5,46047997;43,07993000;-3,00668400
5,46303997;42,16742000;-3,00668400
5,46559997;43,99548000;-3,09762900
5,46815997;43,99548000;-3,00668400
5,47071997;43,99548000;-3,09762900
5,47327997;44,91104000;-3,09762900
5,47583997;43,99548000;-3,09762900
5,47839997;44,91104000;-3,09762900
5,48095997;43,99548000;-3,09762900
5,48351997;45,82659000;-3,09762900
5,48607997;42,16742000;-3,09762900
5,48863997;43,99548000;-3,09762900
5,49119997;43,99548000;-3,09762900
5,49375997;42,16742000;-3,09762900
5,49631997;43,07993000;-3,09762900
5,49887997;43,99548000;-3,18887900
5,50143997;47,65770000;-3,09762900
5,50399997;43,99548000;-3,18887900
5,50655997;44,91104000;-3,09762900
5,50911997;47,65770000;-3,18887900
5,51167997;43,99548000;-3,18887900
5,51423997;43,07993000;-3,18887900
5,51679997;46,74215000;-3,18887900
5,51935997;42,16742000;-3,18887900
5,52191997;43,99548000;-3,18887900
5,52447997;45,82659000;-3,18887900
5,52703997;44,91104000;-3,18887900
5,52959997;45,82659000;-3,18887900
5,53215997;46,74215000;-3,18887900
5,53471997;43,99548000;-3,27982400
5,53727997;44,91104000;-3,18887900
5,53983997;47,65770000;-3,18887900
5,54239997;47,65770000;-3,18887900
5,54495997;44,91104000;-3,27982400
5,54751997;43,99548000;-3,27982400
5,55007997;45,82659000;-3,27982400
5,55263997;47,65770000;-3,27982400
5,55519997;47,65770000;-3,27982400
5,55775997;46,74215000;-3,27982400
5,56031997;44,91104000;-3,27982400
5,56287997;47,65770000;-3,27982400
5,56543997;47,65770000;-3,27982400
5,56799997;45,82659000;-3,27982400
5,57055997;44,91104000;-3,27982400
5,57311997;47,65770000;-3,37076900
5,57567997;49,48576000;-3,37076900
5,57823997;46,74215000;-3,37076900
5,58079997;49,48576000;-3,37076900
5,58335997;46,74215000;-3,37076900
5,58591997;48,57021000;-3,37076900
5,58847997;47,65770000;-3,37076900
5,59103997;47,65770000;-3,37076900
5,59359997;45,82659000;-3,37076900
5,59615997;47,65770000;-3,37076900
5,59871997;47,65770000;-3,37076900
5,60127997;47,65770000;-3,37076900
5,60383997;46,74215000;-3,37076900
5,60639997;49,48576000;-3,37076900
5,60895997;47,65770000;-3,37076900
5,61151997;44,91104000;-3,37076900
5,61407997;48,57021000;-3,37076900
5,61663997;51,31687000;-3,46171500
5,61919997;47,65770000;-3,46171500
5,62175997;48,57021000;-3,37076900
5,62431997;48,57021000;-3,37076900
5,62687997;49,48576000;-3,55266000
5,62943997;49,48576000;-3,46171500
5,63199997;49,48576000;-3,46171500
5,63455997;49,48576000;-3,46171500
